"","ID","BORO","BLOCK","LOT","TXCL","ZIP","YRB","TOT_UNIT","RES_UNIT","STR_NAME","BLDGCL","HNUM_LO","HNUM_HI","VALUE_10","VALUE_11","VALUE_12","VALUE_13","VALUE_14","VALUE_15","VALUE_16","VALUE_17","VALUE_18","VALUE_19","VALUE_20","VALUE_21","VALUE_22","VALUE_23"
"6052","1115-9",3,1115,"9","1",11215,1901,3,3,"10 AVENUE","C0","000000001627","000000001627",1008000,1017000,1149000,1332000,1334000,1361000,1531000,2015000,2111000,2219000,2064000,2115000,2157000,2251000
"6053","1115-10",3,1115,"10","1",11215,0,3,2,"10 AVENUE","S2","000000001625","000000001625",703000,724000,724000,721000,729000,875000,930000,1075000,1290000,1383000,1660000,1909000,2521000,2773000
"6054","1115-11",3,1115,"11","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000192","000000000192",1038000,1199000,1245000,1494000,1579000,1611000,1790000,2259000,2698000,2778000,2177000,2146000,2341000,2380000
"6055","1115-12",3,1115,"12","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000194","000000000194",1049000,1097000,1101000,1321000,1361000,1318000,1506000,1923000,2176000,2334000,2148000,2114000,2184000,2390000
"6056","1115-13",3,1115,"13","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000196","000000000196",1049000,1097000,1101000,1321000,1361000,1318000,1506000,1923000,2176000,2334000,2148000,2114000,2184000,2390000
"6057","1115-14",3,1115,"14","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000198","000000000198",1049000,1097000,1101000,1321000,1361000,1318000,1506000,1923000,2176000,2334000,2148000,2114000,2184000,2390000
"6058","1115-15",3,1115,"15","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000202","000000000202",1049000,1097000,1101000,1315000,1354000,1317000,1506000,1923000,2176000,2334000,2148000,2114000,2184000,2390000
"6059","1115-16",3,1115,"16","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000204","000000000204",1049000,1097000,1101000,1308000,1346000,1315000,1506000,1923000,2176000,2334000,2158000,2269000,2280000,2350000
"6060","1115-17",3,1115,"17","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000206","000000000206",1049000,1097000,1101000,1302000,1339000,1313000,1506000,1923000,2176000,2334000,2148000,2114000,2184000,2390000
"6061","1115-18",3,1115,"18","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000208","000000000208",1049000,1097000,1101000,1296000,1332000,1312000,1506000,1923000,2176000,2334000,2148000,2114000,2184000,2390000
"6062","1115-19",3,1115,"19","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000210","000000000210",1049000,1097000,1101000,1290000,1325000,1310000,1506000,1923000,2176000,2334000,2148000,2114000,2184000,2390000
"6063","1115-20",3,1115,"20","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000214","000000000214",1049000,1097000,1101000,1288000,1323000,1309000,1506000,1923000,2176000,2334000,2148000,2114000,2184000,2390000
"6064","1115-21",3,1115,"21","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000216","000000000216",1049000,1097000,1101000,1282000,1316000,1308000,1506000,1923000,2176000,2334000,2152000,2102000,2152000,2397000
"6065","1115-22",3,1115,"22","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000218","000000000218",1049000,1097000,1101000,1277000,1310000,1306000,1506000,1923000,2176000,2334000,2152000,2102000,2152000,2397000
"6066","1115-23",3,1115,"23","1",11215,1901,3,3,"WINDSOR PLACE","C0","000000000220","000000000220",1056000,1061000,1267000,1412000,1450000,1275000,1530000,2058000,2283000,2334000,2110000,2055000,2086000,2325000
"6067","1115-24",3,1115,"24","1",11215,1901,3,3,"WINDSOR PLACE","C0","000000000222","000000000222",1056000,1061000,1267000,1407000,1444000,1273000,1528000,2058000,2283000,2334000,2110000,2055000,2086000,2325000
"6068","1115-25",3,1115,"25","1",11215,1901,3,3,"WINDSOR PLACE","C0","000000000226","000000000226",1056000,1061000,1267000,1404000,1441000,1272000,1526000,2058000,2283000,2334000,2110000,2243000,2217000,2051000
"6069","1115-26",3,1115,"26","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000228","000000000228",1049000,1097000,1101000,1249000,1278000,1298000,1506000,1923000,2176000,2334000,2164000,2257000,2248000,2357000
"6070","1115-27",3,1115,"27","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000230","000000000230",1049000,1097000,1101000,1252000,1281000,1299000,1506000,1923000,2176000,2334000,2152000,2102000,2078000,2397000
"6071","1115-28",3,1115,"28","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000232","000000000232",1049000,1097000,1101000,1249000,1278000,1298000,1506000,1923000,2176000,2334000,2152000,2102000,2152000,2397000
"6072","1115-29",3,1115,"29","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000234","000000000234",1049000,1097000,1101000,1225000,1250000,1292000,1506000,1923000,2176000,2334000,2152000,2102000,2152000,2397000
"6073","1115-30",3,1115,"30","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000236","000000000236",1049000,1097000,1101000,1224000,1249000,1291000,1506000,1923000,2176000,2334000,2152000,2102000,2152000,2397000
"6074","1115-31",3,1115,"31","1",11215,1901,2,2,"WINDSOR PLACE","B9","000000000238","000000000238",1049000,1097000,1101000,1120000,1130000,1153000,1384000,1868000,2176000,2334000,2152000,2102000,2152000,2397000
"6075","1115-32",3,1115,"32","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000240","000000000240",1049000,1097000,1101000,1207000,1229000,1254000,1505000,1923000,2176000,2334000,2152000,2287000,2261000,2397000
"6076","1115-33",3,1115,"33","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000242","000000000242",1049000,1097000,1101000,1218000,1242000,1290000,1506000,1923000,2176000,2334000,2152000,2102000,2152000,2397000
"6077","1115-34",3,1115,"34","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000244","000000000244",1049000,1097000,1101000,1220000,1244000,1290000,1506000,1923000,2176000,2334000,2152000,2102000,2152000,2397000
"6078","1115-35",3,1115,"35","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000246","000000000246",1032000,1079000,1153000,1164000,1105000,1128000,1354000,1828000,2148000,2317000,2079000,2023000,2068000,2191000
"6079","1115-36",3,1115,"36","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000248","000000000248",1025000,1072000,1132000,1136000,1096000,1118000,1342000,1812000,2127000,2300000,2057000,2062000,2069000,2332000
"6080","1115-37",3,1115,"37","1",11215,1901,2,2,"WINDSOR PLACE","B1","000000000250","000000000250",1051000,1099000,1105000,1234000,1260000,1301000,1513000,1929000,2187000,2345000,2152000,2102000,2152000,2397000
"6081","1115-38",3,1115,"38","1",11215,1901,3,2,"11 AVENUE","S2","000000001626","000000001626",584000,602000,602000,6e+05,607000,728000,874000,1049000,1259000,1350000,1620000,1863000,2234000,2504000
"6082","1115-39",3,1115,"39","1",11215,1901,2,2,"11 AVENUE","B1","000000001628","000000001628",1024000,1074000,992000,1141000,1185000,1192000,1418000,1701000,2121000,2122000,2125000,2673000,3101000,3731000
"6083","1115-40",3,1115,"40","1",11215,1901,1,1,"11 AVENUE","A4","000000001630","000000001630",1024000,1075000,993000,1140000,1175000,1199000,1439000,1943000,2228000,2364000,2181000,2237000,2340000,2504000
"6084","1115-41",3,1115,"41","1",11215,1901,2,2,"11 AVENUE","B1","000000001634","000000001634",1024000,1075000,992000,1135000,1178000,1191000,1418000,1904000,2036000,2235000,2181000,2228000,2281000,2538000
"6085","1115-42",3,1115,"42","1",11215,1901,2,2,"11 AVENUE","B1","000000001636","000000001636",1024000,1075000,992000,1132000,1175000,1190000,1418000,1904000,2036000,2235000,2181000,2228000,2208000,2538000
"6086","1115-43",3,1115,"43","1",11215,1901,3,3,"11 AVENUE","C0","000000001638","000000001638",1028000,1037000,1193000,1154000,1147000,1108000,1330000,1796000,2137000,2235000,2139000,2180000,2212000,2463000
"6087","1115-44",3,1115,"44","1",11215,1901,2,2,"11 AVENUE","B1","000000001640","000000001640",1024000,1075000,992000,974000,990000,1013000,1216000,1642000,2036000,2235000,2181000,2228000,2202000,2538000
"6088","1115-45",3,1115,"45","1",11215,1901,2,2,"11 AVENUE","B1","000000001642","000000001642",1024000,1075000,992000,1125000,1167000,1188000,1418000,1904000,2036000,2235000,2181000,2228000,2269000,2538000
"6089","1115-46",3,1115,"46","1",11215,1901,2,2,"11 AVENUE","B1","000000001646","000000001646",1024000,1075000,992000,974000,990000,1013000,1216000,1642000,2036000,2235000,2181000,2228000,2208000,2538000
"6090","1115-47",3,1115,"47","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000065","000000000065",1133000,1163000,1094000,1016000,1123000,1290000,1548000,2090000,2407000,2375000,2318000,2915000,3389000,3448000
"6091","1115-48",3,1115,"48","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000061","000000000061",1055000,1104000,1120000,1241000,1260000,1321000,1512000,1930000,2186000,2340000,2181000,2134000,2185000,2439000
"6092","1115-49",3,1115,"49","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000059","000000000059",1097000,1147000,1257000,1420000,1614000,1585000,1542000,1806000,2253000,2380000,2302000,2331000,2416000,2723000
"6093","1115-50",3,1115,"50","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000057","000000000057",1055000,1104000,1120000,1224000,1241000,1266000,1512000,1930000,2186000,2340000,2181000,2134000,2185000,2439000
"6094","1115-51",3,1115,"51","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000055","000000000055",1055000,1104000,1120000,1224000,1241000,1266000,1512000,1930000,2186000,2340000,2181000,2318000,2291000,2464000
"6095","1115-52",3,1115,"52","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000053","000000000053",1055000,1104000,1120000,1224000,1241000,1266000,1512000,1930000,2186000,2340000,2181000,2134000,2175000,2439000
"6096","1115-53",3,1115,"53","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000051","000000000051",1055000,1104000,1120000,1222000,1239000,1264000,1512000,1930000,2186000,2340000,2181000,2134000,2185000,2439000
"6097","1115-54",3,1115,"54","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000049","000000000049",1055000,1104000,1120000,1223000,1240000,1265000,1512000,1930000,2186000,2340000,2181000,2318000,2291000,2492000
"6098","1115-55",3,1115,"55","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000047","000000000047",1055000,1104000,1120000,1223000,1240000,1265000,1512000,1930000,2186000,2340000,2181000,2134000,2185000,2439000
"6099","1115-56",3,1115,"56","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000045","000000000045",1055000,1104000,1120000,1224000,1241000,1266000,1512000,1930000,2186000,2340000,2181000,2134000,2185000,2439000
"6100","1115-57",3,1115,"57","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000043","000000000043",1055000,1104000,1120000,1231000,1249000,1317000,1512000,1930000,2186000,2340000,2181000,2134000,2185000,2439000
"6101","1115-58",3,1115,"58","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000041","000000000041",1055000,1104000,1120000,1261000,1282000,1326000,1512000,1930000,2186000,2340000,2181000,2134000,2185000,2439000
"6102","1115-59",3,1115,"59","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000039","000000000039",1055000,1104000,1120000,1130000,1134000,1157000,1388000,1874000,2186000,2340000,2181000,2134000,2185000,2439000
"6103","1115-60",3,1115,"60","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000037","000000000037",1055000,1104000,1120000,1279000,1303000,1332000,1512000,1930000,2186000,2340000,2181000,2289000,2283000,2398000
"6104","1115-61",3,1115,"61","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000035","000000000035",1055000,1104000,1120000,1284000,1309000,1333000,1512000,1930000,2186000,2340000,2181000,2134000,2185000,2439000
"6105","1115-62",3,1115,"62","1",11215,1901,2,2,"SHERMAN STREET","B9","000000000033","000000000033",1055000,1104000,1120000,1289000,1315000,1334000,1512000,1803000,2116000,2235000,2646000,2913000,2957000,3581000
"6106","1115-63",3,1115,"63","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000031","000000000031",1055000,1104000,1120000,1276000,1300000,1331000,1512000,1930000,2186000,2340000,2181000,2134000,2185000,2439000
"6107","1115-64",3,1115,"64","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000029","000000000029",1055000,1104000,1120000,1281000,1305000,1332000,1512000,1930000,2186000,2340000,2194000,2289000,2283000,2398000
"6108","1115-65",3,1115,"65","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000027","000000000027",1063000,1070000,1013000,1216000,1287000,1270000,1524000,2057000,2294000,2340000,2139000,2273000,2247000,2366000
"6109","1115-66",3,1115,"66","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000025","000000000025",1063000,1070000,1013000,1216000,1287000,1270000,1524000,2057000,2294000,2340000,2135000,2098000,2150000,2360000
"6110","1115-67",3,1115,"67","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000023","000000000023",1055000,1104000,1120000,1336000,1369000,1347000,1512000,1930000,2186000,2340000,2177000,2146000,2217000,2432000
"6111","1115-68",3,1115,"68","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000021","000000000021",1055000,1104000,1120000,1344000,1377000,1350000,1512000,1930000,2186000,2340000,2177000,2146000,2217000,2432000
"6112","1115-69",3,1115,"69","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000019","000000000019",1055000,1104000,1120000,1344000,1377000,1350000,1512000,1930000,2186000,2340000,2177000,2146000,2217000,2432000
"6113","1115-70",3,1115,"70","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000017","000000000017",1055000,1104000,1120000,1344000,1377000,1350000,1512000,1930000,2186000,2340000,2177000,2146000,2217000,2432000
"6114","1115-71",3,1115,"71","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000015","000000000015",1063000,1070000,1013000,1216000,1287000,1270000,1524000,2057000,2294000,2340000,2135000,2098000,2150000,2360000
"6115","1115-72",3,1115,"72","1",11215,1901,2,2,"SHERMAN STREET","B1","00000000011A","00000000011A",1055000,1104000,1120000,1344000,1377000,1350000,1512000,1930000,2186000,2340000,2177000,2146000,2217000,2432000
"6116","1115-73",3,1115,"73","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000011","000000000011",1032000,1079000,1155000,1326000,1285000,1230000,1476000,1966000,2139000,2307000,2083000,2043000,2130000,2212000
"6117","1115-74",3,1115,"74","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000009","000000000009",1032000,1079000,1155000,1335000,1295000,1232000,1478000,1966000,2139000,2307000,2083000,2043000,2130000,2212000
"6118","1116-2",3,1116,"2","1",11215,1899,3,2,"10 AVENUE","S2","000000001663","000000001663",576000,593000,593000,591000,598000,718000,862000,1034000,1241000,1331000,1597000,1837000,2294000,2502000
"6119","1116-3",3,1116,"3","1",11215,1910,3,3,"10 AVENUE","C0","000000001661","000000001661",950000,877000,1096000,1116000,1099000,1121000,1345000,1816000,1703000,2095000,1943000,1806000,2065000,1883000
"6120","1116-4",3,1116,"4","1",11215,1920,2,2,"10 AVENUE","B9","000000001659","000000001659",1387000,1288000,1504000,1805000,1971000,2365000,2010000,2177000,2939000,2742000,2515000,2799000,3081000,3231000
"6121","1116-6",3,1116,"6","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000002","000000000002",1256000,1427000,1446000,1529000,1580000,1612000,1875000,2100000,2104000,2410000,2156000,2371000,2479000,2629000
"6122","1116-7",3,1116,"7","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000004","000000000004",1153000,1367000,1194000,1433000,1544000,1817000,1894000,2557000,2331000,2506000,3373000,3716000,3713000,3875000
"6123","1116-8",3,1116,"8","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000006","000000000006",1155000,1370000,1154000,1290000,1394000,1615000,1598000,1708000,2292000,2304000,2361000,2553000,2547000,2774000
"6124","1116-9",3,1116,"9","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000008","000000000008",1155000,1370000,1154000,1288000,1392000,1615000,1598000,1708000,2292000,2304000,2361000,2553000,2547000,2774000
"6125","1116-10",3,1116,"10","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000010","000000000010",1162000,1380000,1310000,1349000,1402000,1431000,1717000,1910000,2080000,2325000,2391000,2500000,2471000,2658000
"6126","1116-11",3,1116,"11","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000012","000000000012",1162000,1380000,1310000,1341000,1393000,1421000,1705000,1910000,2080000,2325000,2391000,2500000,2461000,2686000
"6127","1116-12",3,1116,"12","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000014","000000000014",1162000,1380000,1310000,1333000,1383000,1411000,1693000,1910000,2080000,2325000,2391000,2500000,2461000,2686000
"6128","1116-13",3,1116,"13","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000016","000000000016",1162000,1380000,1310000,1324000,1372000,1400000,1680000,1910000,2080000,2325000,2391000,2500000,2461000,2686000
"6129","1116-14",3,1116,"14","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000018","000000000018",1162000,1380000,1310000,1318000,1364000,1392000,1670000,1910000,2080000,2325000,2391000,2500000,2461000,2686000
"6130","1116-15",3,1116,"15","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000020","000000000020",1162000,1380000,1310000,1310000,1355000,1383000,1660000,1910000,2080000,2325000,2391000,2500000,2461000,2686000
"6131","1116-16",3,1116,"16","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000022","000000000022",1162000,1380000,1310000,1274000,1312000,1339000,1607000,1910000,2080000,2325000,2391000,2500000,2461000,2686000
"6132","1116-17",3,1116,"17","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000024","000000000024",1155000,1370000,1154000,1208000,1299000,1559000,1598000,1708000,2292000,2304000,2365000,2539000,2507000,2782000
"6133","1116-18",3,1116,"18","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000026","000000000026",1155000,1370000,1154000,1203000,1293000,1552000,1598000,1708000,2292000,2304000,2365000,2539000,2507000,2782000
"6134","1116-19",3,1116,"19","1",11215,1901,2,2,"SHERMAN STREET","B9","000000000028","000000000028",1155000,1370000,1154000,1192000,1280000,1536000,1598000,1708000,2292000,2304000,2365000,2514000,2563000,2782000
"6135","1116-20",3,1116,"20","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000030","000000000030",1162000,1380000,1310000,1231000,1261000,1513000,1816000,1910000,2080000,2325000,2395000,2487000,2421000,2694000
"6136","1116-21",3,1116,"21","1",11215,1901,2,2,"SHERMAN STREET","B9","000000000032","000000000032",1136000,1348000,1123000,1125000,1201000,1441000,1648000,1941000,2276000,2296000,2253000,2116000,2366000,2614000
"6137","1116-22",3,1116,"22","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000034","000000000034",1162000,1377000,1164000,1157000,1239000,1487000,1612000,1723000,2315000,2318000,2365000,2539000,2510000,2782000
"6138","1116-23",3,1116,"23","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000036","000000000036",1144000,1358000,1240000,1123000,1097000,1316000,1579000,1899000,2066000,2314000,2206000,2066000,2284000,2530000
"6139","1116-24",3,1116,"24","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000038","000000000038",1136000,1348000,1123000,1120000,1196000,1435000,1648000,1941000,2276000,2296000,2253000,2116000,2366000,2614000
"6140","1116-25",3,1116,"25","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000040","000000000040",1136000,1348000,1123000,1118000,1193000,1432000,1648000,1941000,2250000,2296000,2253000,2116000,2366000,2614000
"6141","1116-26",3,1116,"26","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000042","000000000042",1136000,1348000,1123000,1117000,1192000,1430000,1648000,1941000,2276000,2296000,2253000,2116000,2366000,2614000
"6142","1116-27",3,1116,"27","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000044","000000000044",1144000,1358000,1240000,1117000,1090000,1308000,1570000,1899000,2066000,2314000,2206000,2066000,2284000,2530000
"6143","1116-28",3,1116,"28","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000046","000000000046",1146000,1360000,1283000,1141000,1200000,1440000,1625000,2005000,2367000,2465000,2201000,2041000,2303000,2534000
"6144","1116-29",3,1116,"29","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000048","000000000048",1144000,1359000,1240000,1128000,1103000,1324000,1589000,1900000,2067000,2316000,2206000,2066000,2284000,2498000
"6145","1116-30",3,1116,"30","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000050","000000000050",1142000,1357000,1238000,1122000,1096000,1315000,1578000,1938000,2272000,2292000,2253000,2097000,2366000,2614000
"6146","1116-31",3,1116,"31","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000052","000000000052",1142000,1357000,1238000,1121000,1095000,1314000,1577000,1896000,2061000,2311000,2206000,2047000,2284000,2530000
"6147","1116-32",3,1116,"32","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000054","000000000054",1131000,1344000,1116000,1091000,1163000,1396000,1638000,1930000,2259000,2284000,2253000,2097000,2366000,2614000
"6148","1116-33",3,1116,"33","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000056","000000000056",1131000,1344000,1116000,1090000,1162000,1394000,1638000,1930000,2259000,2284000,2253000,2097000,2366000,2545000
"6149","1116-34",3,1116,"34","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000058","000000000058",1127000,1340000,1135000,1086000,1156000,1387000,1629000,1922000,2245000,2273000,2253000,2097000,2395000,2634000
"6150","1116-35",3,1116,"35","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000060","000000000060",1126000,1339000,1132000,1089000,1108000,1330000,1596000,1918000,2239000,2269000,2253000,2097000,2073000,2634000
"6151","1116-36",3,1116,"36","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000062","000000000062",1124000,1337000,1130000,1083000,1102000,1322000,1586000,1914000,2232000,2263000,2253000,2097000,2395000,2634000
"6152","1116-37",3,1116,"37","1",11215,1901,2,2,"SHERMAN STREET","B1","000000000064","000000000064",1124000,790000,988000,1095000,1133000,1360000,1632000,1993000,2319000,2431000,2291000,2180000,2213000,2400000
"6153","1116-38",3,1116,"38","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000066","000000000066",1128000,1343000,1218000,1063000,1031000,1237000,1484000,1859000,2013000,2272000,2206000,2066000,2472000,2550000
"6154","1116-39",3,1116,"39","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000068","000000000068",1126000,1341000,1215000,1059000,1027000,1232000,1478000,1855000,2007000,2267000,2206000,2066000,2472000,2570000
"6155","1116-40",3,1116,"40","1",11215,1901,3,3,"SHERMAN STREET","C0","000000000070","000000000070",1252000,1423000,1439000,1318000,1347000,1375000,1650000,2089000,2092000,2406000,2419000,2358000,2468000,2661000
"6156","1116-61",3,1116,"61","1",11215,1930,2,2,"PROSPECT AVENUE","B1","000000000581","000000000581",1462000,1299000,1274000,1529000,1812000,2174000,1956000,2160000,2916000,2879000,2660000,2654000,3020000,3128000
"6157","1116-67",3,1116,"67","1",11215,1960,3,3,"PROSPECT AVENUE","C0","000000000575","000000000575",853000,938000,1173000,1220000,1239000,1487000,1618000,1756000,1947000,2153000,2063000,1962000,2058000,2302000
"6158","1116-71",3,1116,"71","1",11215,1960,3,3,"PROSPECT AVENUE","C0","000000000565","000000000565",734000,785000,981000,1177000,1232000,1478000,1634000,1844000,1974000,2376000,2044000,2253000,2362000,2491000
"6159","1116-72",3,1116,"72","1",11215,1960,3,3,"PROSPECT AVENUE","C0","000000000563","000000000563",828000,913000,1141000,1199000,1259000,1419000,1576000,1697000,1663000,2121000,2275000,2072000,2028000,2056000
"6160","1116-73",3,1116,"73","1",11215,1960,3,3,"PROSPECT AVENUE","C0","000000000561","000000000561",825000,911000,1139000,1195000,1254000,1408000,1568000,1689000,1659000,2112000,2272000,2085000,2067000,2048000
"6161","1116-74",3,1116,"74","1",11215,1960,3,3,"PROSPECT AVENUE","C0","000000000559","000000000559",822000,841000,1051000,1171000,1235000,1394000,1560000,1681000,1648000,2103000,2272000,2085000,2096000,2069000
"6162","1116-75",3,1116,"75","1",11215,1940,3,3,"PROSPECT AVENUE","C0","000000000555","000000000555",926000,834000,1043000,1249000,1331000,1368000,1642000,1638000,1736000,2054000,2058000,2260000,2413000,2419000
"6163","1116-167",3,1116,"167","1",11215,1960,3,3,"PROSPECT AVENUE","C0","000000000573","000000000573",853000,938000,1173000,1224000,1244000,1493000,1622000,1755000,1737000,2154000,2016000,1927000,1970000,2076000
"6164","1116-168",3,1116,"168","1",11215,1960,3,3,"PROSPECT AVENUE","C0","000000000571","000000000571",855000,939000,1174000,1185000,1289000,1315000,1297000,1567000,1941000,2158000,2059000,1913000,1896000,2039000
"6165","1116-169",3,1116,"169","1",11215,1960,3,3,"PROSPECT AVENUE","C0","000000000569","000000000569",852000,937000,1171000,1259000,1285000,1542000,1619000,1751000,1731000,2149000,2016000,1927000,1970000,2098000
"6166","1116-170",3,1116,"170","1",11215,1960,3,3,"PROSPECT AVENUE","C0","000000000567","000000000567",852000,937000,1171000,1265000,1291000,1549000,1615000,1752000,1942000,2149000,2063000,1962000,2058000,2324000
"6167","1116-174",3,1116,"174","1",11215,1960,3,3,"PROSPECT AVENUE","C0","000000000557","000000000557",781000,804000,1005000,1063000,1118000,1306000,1391000,1878000,1596000,2045000,1883000,1703000,2013000,2091000
"6168","3521-123",3,3521,"123","1",11218,2002,3,3,"CHESTER AVENUE","C0","000000000129","000000000129",818000,729000,766000,553000,554000,553000,553000,551000,645000,521000,607000,629000,643000,833000
"6169","3521-126",3,3521,"126","1",11218,2002,3,3,"CHESTER AVENUE","C0","000000000123","000000000123",818000,729000,766000,553000,554000,553000,553000,551000,645000,521000,607000,629000,643000,833000
"6170","5070-9",3,5070,"9","1",11218,1899,1,1,"EAST 10 STREET","A5","000000000016","000000000016",881000,848000,692000,632000,649000,736000,787000,822000,1110000,1048000,1253000,1247000,1492000,1520000
"6171","5070-10",3,5070,"10","1",11218,1930,1,1,"EAST 10 STREET","A5","000000000018","000000000018",661000,636000,690000,587000,592000,679000,713000,764000,1031000,948000,1075000,1352000,1342000,1400000
"6172","5070-11",3,5070,"11","1",11218,1930,1,1,"EAST 10 STREET","A5","000000000020","000000000020",658000,634000,579000,513000,522000,626000,711000,761000,1027000,944000,1075000,1352000,1342000,1400000
"6173","5070-12",3,5070,"12","1",11218,1930,2,2,"EAST 10 STREET","B1","000000000024","000000000024",645000,591000,577000,511000,565000,653000,703000,914000,1173000,947000,1029000,1294000,1228000,1352000
"6174","5070-13",3,5070,"13","1",11218,1930,1,1,"EAST 10 STREET","A5","000000000026","000000000026",655000,632000,577000,499000,507000,608000,707000,759000,1025000,941000,1075000,1352000,1342000,1400000
"6175","5070-14",3,5070,"14","1",11218,1930,1,1,"EAST 10 STREET","A5","000000000028","000000000028",654000,631000,576000,498000,506000,607000,706000,757000,1022000,939000,1075000,1352000,1342000,1412000
"6176","5070-15",3,5070,"15","1",11218,1930,1,1,"EAST 10 STREET","A5","000000000030","000000000030",651000,714000,572000,494000,504000,605000,703000,754000,1018000,936000,1075000,1143000,1353000,1558000
"6177","5070-17",3,5070,"17","1",11218,1930,1,1,"EAST 10 STREET","A5","000000000034","000000000034",649000,712000,570000,586000,606000,669000,7e+05,751000,1014000,932000,1075000,1352000,1342000,1412000
"6178","5070-18",3,5070,"18","1",11218,1930,1,1,"EAST 10 STREET","A5","000000000036","000000000036",772000,676000,551000,573000,571000,685000,754000,839000,1086000,994000,1253000,1411000,1688000,1539000
"6179","5070-30",3,5070,"30","1",11218,1928,3,2,"CONEY ISLAND AVENUE","S2","000000000455","000000000455",441000,454000,454000,452000,457000,548000,658000,790000,948000,1016000,1219000,1330000,1302000,1443000
