"","ID","BORO","BLOCK","LOT","TXCL","ZIP","YRB","TOT_UNIT","RES_UNIT","STR_NAME","BLDGCL","HNUM_LO","HNUM_HI","VALUE_10","VALUE_11","VALUE_12","VALUE_13","VALUE_14","VALUE_15","VALUE_16","VALUE_17","VALUE_18","VALUE_19","VALUE_20","VALUE_21","VALUE_22","VALUE_23"
"140","631-35",3,631,"35","1",11215,1899,2,2,"17 STREET","B3","000000000226","000000000226",934000,1033000,1161000,1104000,1311000,1515000,1376000,1613000,2116000,1708000,2054000,2476000,2472000,2927000
"141","631-36",3,631,"36","1",11215,1899,2,2,"17 STREET","B3","000000000228","000000000228",923000,1017000,1161000,1069000,1273000,1498000,1376000,1613000,2116000,1708000,2054000,2476000,2472000,2927000
"142","631-37",3,631,"37","1",11215,1899,3,3,"17 STREET","C0","000000000230","000000000230",815000,822000,806000,967000,1075000,1097000,1316000,1777000,2118000,1709000,1974000,2291000,2428000,2929000
"143","631-39",3,631,"39","1",11215,1901,3,3,"17 STREET","C0","000000000234","000000000234",701000,841000,680000,816000,765000,894000,1073000,1449000,1672000,1349000,1953000,2106000,1737000,2230000
"144","631-47",3,631,"47","1",11215,1919,3,2,"5 AVENUE","S2","000000000622","000000000622",508000,523000,523000,521000,527000,632000,758000,910000,1092000,1171000,1405000,1335000,1194000,1306000
"145","631-54",3,631,"54","1",11215,1899,2,2,"18 STREET","B9","000000000227","000000000227",661000,579000,724000,705000,731000,788000,946000,1058000,1406000,1135000,1643000,1554000,1653000,1774000
"146","631-55",3,631,"55","1",11215,1899,2,2,"18 STREET","B9","00000000225A","00000000225A",661000,682000,808000,810000,885000,937000,1017000,1061000,1393000,1124000,1627000,1552000,1622000,1623000
"147","631-56",3,631,"56","1",11215,1899,3,3,"18 STREET","C0","000000000225","000000000225",670000,810000,710000,636000,657000,755000,906000,1223000,1363000,1100000,1590000,1599000,1585000,1661000
"148","631-58",3,631,"58","1",11215,1901,3,3,"18 STREET","C0","000000000221","000000000221",745000,834000,818000,982000,948000,1127000,1352000,1720000,1800000,1453000,1719000,1879000,1579000,2045000
"149","631-59",3,631,"59","1",11215,1899,3,3,"18 STREET","C0","000000000219","000000000219",694000,816000,8e+05,960000,956000,979000,1175000,1505000,1768000,1427000,1784000,2054000,1908000,2403000
"150","631-60",3,631,"60","1",11215,1899,2,2,"18 STREET","B9","00000000217A","00000000217A",781000,771000,964000,1117000,1088000,1227000,1203000,1269000,1713000,1382000,1787000,1919000,1929000,2498000
"151","631-61",3,631,"61","1",11215,1899,2,2,"18 STREET","B3","000000000217","000000000217",781000,771000,964000,1119000,1090000,1228000,1203000,1269000,1713000,1382000,1787000,1919000,1929000,2498000
"152","631-62",3,631,"62","1",11215,1899,3,3,"18 STREET","C0","000000000215","000000000215",710000,814000,798000,958000,940000,1052000,1262000,1497000,1756000,1417000,1744000,1885000,1692000,2191000
"153","631-63",3,631,"63","1",11215,1899,2,2,"18 STREET","B9","000000000213","000000000213",715000,771000,964000,1041000,1015000,1021000,1152000,1294000,1747000,1410000,1926000,2249000,1971000,2456000
"154","631-64",3,631,"64","1",11215,1899,3,3,"18 STREET","C0","000000000211","000000000211",703000,726000,712000,854000,812000,964000,1157000,1562000,1742000,1406000,1698000,1817000,2109000,2268000
"155","631-65",3,631,"65","1",11215,1899,2,2,"18 STREET","B3","000000000209","000000000209",909000,1056000,1017000,1107000,1068000,1264000,1355000,1484000,1863000,1989000,2079000,2445000,2469000,2586000
"156","631-69",3,631,"69","1",11215,1899,3,3,"18 STREET","C0","000000000205","000000000205",666000,818000,735000,882000,1065000,1193000,1254000,1575000,1802000,1454000,1731000,2177000,1925000,2493000
"157","631-70",3,631,"70","1",11215,1899,3,3,"18 STREET","C0","000000000203","000000000203",704000,809000,935000,1044000,1048000,1069000,1283000,1675000,2095000,1691000,2149000,2703000,2446000,3022000
"158","631-71",3,631,"71","1",11215,1899,2,2,"18 STREET","B9","000000000201","000000000201",705000,794000,839000,945000,963000,1089000,1153000,1132000,1528000,1233000,1641000,2064000,1922000,2126000
"159","631-72",3,631,"72","1",11215,1910,2,2,"18 STREET","B9","000000000199","000000000199",701000,614000,710000,623000,589000,695000,834000,1099000,1287000,1039000,1455000,1719000,1640000,1495000
"160","631-73",3,631,"73","1",11215,1910,3,3,"18 STREET","C0","000000000197","000000000197",666000,621000,609000,572000,552000,662000,794000,1072000,1342000,1083000,1568000,1535000,1340000,1379000
"161","631-74",3,631,"74","1",11215,1910,3,3,"18 STREET","C0","000000000195","000000000195",612000,583000,729000,742000,713000,790000,948000,1262000,1073000,1198000,1248000,1570000,1671000,1799000
"162","631-75",3,631,"75","1",11215,1910,2,2,"18 STREET","B9","000000000193","000000000193",665000,685000,763000,675000,745000,836000,913000,1127000,1309000,1056000,1500000,1773000,1462000,1463000
"163","631-76",3,631,"76","1",11215,1910,2,2,"18 STREET","B9","000000000191","000000000191",678000,698000,794000,805000,790000,831000,997000,966000,1304000,1052000,1265000,1582000,1607000,1712000
"164","631-77",3,631,"77","1",11215,1910,2,2,"18 STREET","B9","000000000189","000000000189",703000,793000,778000,8e+05,808000,960000,1009000,1158000,1507000,1261000,1771000,1601000,1320000,1510000
"165","633-15",3,633,"15","1",11215,1910,2,2,"18 STREET","B9","000000000128","000000000128",532000,592000,578000,511000,517000,581000,599000,809000,988000,1176000,1514000,1704000,1405000,1340000
"166","633-16",3,633,"16","1",11215,1910,2,2,"18 STREET","B9","000000000130","000000000130",480000,494000,482000,578000,608000,706000,749000,979000,1210000,1353000,1527000,1658000,1684000,1661000
"167","633-28",3,633,"28","1",11215,1910,3,3,"18 STREET","C0","000000000152","000000000152",583000,6e+05,586000,587000,588000,579000,695000,938000,1180000,1371000,1493000,1453000,1480000,1382000
"168","633-29",3,633,"29","1",11215,1910,3,3,"18 STREET","C0","000000000154","000000000154",587000,605000,591000,592000,591000,593000,712000,961000,1239000,1353000,1490000,1363000,1376000,1366000
"169","633-30",3,633,"30","1",11215,1910,3,3,"18 STREET","C0","00000000154A","00000000154A",587000,606000,592000,593000,594000,598000,718000,969000,1240000,1354000,1495000,1368000,1379000,1370000
"170","633-31",3,633,"31","1",11215,1910,3,3,"18 STREET","C0","000000000156","000000000156",589000,608000,594000,595000,602000,705000,846000,1081000,1245000,1357000,1509000,1383000,1393000,1384000
"171","633-131",3,633,"131","1",11215,1910,3,3,"18 STREET","C0","000000000158","000000000158",563000,629000,512000,614000,698000,770000,918000,1151000,1397000,1266000,1367000,1712000,1691000,1840000
"172","634-10",3,634,"10","1",11215,1910,1,1,"18 STREET","A9","000000000176","000000000176",650000,616000,770000,775000,809000,8e+05,756000,1021000,920000,1451000,1737000,1663000,1832000,1670000
"173","634-11",3,634,"11","1",11215,1910,2,2,"18 STREET","B9","000000000178","000000000178",679000,713000,755000,705000,727000,744000,893000,1176000,1469000,1547000,1614000,1715000,1695000,1546000
"174","634-12",3,634,"12","1",11215,1910,2,2,"18 STREET","B9","000000000180","000000000180",696000,670000,657000,657000,725000,795000,910000,1150000,1423000,1522000,1821000,1895000,1563000,1514000
"175","634-13",3,634,"13","1",11215,1910,2,2,"18 STREET","B1","000000000182","000000000182",664000,690000,666000,618000,708000,734000,881000,1134000,1340000,1498000,1570000,1739000,1434000,1308000
"176","634-14",3,634,"14","1",11215,1910,3,3,"18 STREET","C0","000000000184","000000000184",677000,823000,807000,809000,774000,847000,895000,1208000,1355000,1556000,1633000,1477000,1767000,1611000
"177","634-15",3,634,"15","1",11215,1910,3,3,"18 STREET","C0","000000000186","000000000186",650000,644000,632000,665000,642000,683000,820000,1107000,1447000,1439000,1557000,1821000,2145000,1995000
"178","634-16",3,634,"16","1",11215,1910,2,2,"18 STREET","B9","000000000188","000000000188",681000,711000,697000,816000,804000,692000,830000,1121000,1513000,1583000,1686000,1728000,1879000,1726000
"179","634-17",3,634,"17","1",11215,1910,2,2,"18 STREET","B9","000000000190","000000000190",680000,710000,696000,814000,802000,690000,828000,1118000,1375000,1553000,1686000,1728000,1879000,1726000
"180","634-18",3,634,"18","1",11215,1920,2,2,"18 STREET","B9","000000000192","000000000192",681000,729000,911000,894000,1003000,1405000,1194000,1388000,1848000,1936000,1570000,1975000,2019000,2365000
"181","634-19",3,634,"19","1",11215,1910,1,1,"18 STREET","A4","000000000194","000000000194",717000,860000,921000,837000,722000,736000,824000,955000,989000,1560000,1570000,1670000,1842000,1680000
"182","634-21",3,634,"21","1",11215,1910,2,2,"18 STREET","B3","000000000198","000000000198",734000,785000,903000,1075000,1012000,1033000,1118000,1287000,1737000,1729000,1768000,2168000,2056000,2209000
"183","634-22",3,634,"22","1",11215,1910,2,2,"18 STREET","B9","000000000200","000000000200",594000,635000,794000,776000,787000,884000,981000,1079000,1428000,1763000,1602000,1449000,1734000,1581000
"184","634-23",3,634,"23","1",11215,1910,3,3,"18 STREET","C0","000000000202","000000000202",715000,843000,687000,824000,842000,911000,971000,1206000,1419000,1833000,1540000,1690000,1708000,1557000
"185","634-24",3,634,"24","1",11215,1910,3,3,"18 STREET","C0","000000000204","000000000204",688000,706000,692000,830000,802000,886000,953000,1287000,1714000,1623000,1640000,1978000,1869000,2089000
"186","634-25",3,634,"25","1",11215,1910,3,3,"18 STREET","C0","000000000206","000000000206",748000,916000,790000,920000,994000,1093000,1270000,1327000,1672000,1903000,1421000,1581000,1892000,1742000
"187","634-26",3,634,"26","1",11215,1910,2,2,"18 STREET","B3","000000000208","000000000208",640000,649000,706000,635000,752000,734000,881000,1122000,1417000,1427000,1735000,1821000,1896000,1729000
"188","634-27",3,634,"27","1",11215,1910,2,2,"18 STREET","B9","000000000210","000000000210",345000,435000,544000,653000,655000,670000,742000,1002000,906000,1429000,1698000,2009000,1715000,1686000
"189","634-28",3,634,"28","1",11215,1910,2,2,"18 STREET","B3","000000000212","000000000212",612000,624000,612000,585000,667000,722000,799000,1079000,949000,1497000,1780000,1825000,2028000,1849000
"190","634-29",3,634,"29","1",11215,1910,2,2,"18 STREET","B1","000000000214","000000000214",670000,726000,908000,873000,851000,944000,1133000,1170000,1580000,1767000,1617000,1888000,2135000,2049000
"191","634-30",3,634,"30","1",11215,1910,3,3,"18 STREET","C0","000000000216","000000000216",678000,692000,679000,815000,844000,824000,989000,1335000,1698000,1649000,1709000,2081000,2041000,2214000
"192","634-31",3,634,"31","1",11215,1910,3,3,"18 STREET","C0","000000000218","000000000218",713000,758000,743000,749000,814000,750000,9e+05,1215000,1549000,1844000,1418000,1502000,1649000,1510000
"193","634-32",3,634,"32","1",11215,1910,2,2,"18 STREET","B9","000000000220","000000000220",672000,693000,866000,827000,783000,868000,1042000,1147000,1548000,1738000,1740000,1856000,2022000,2067000
"194","634-33",3,634,"33","1",11215,1910,2,2,"18 STREET","B9","000000000222","000000000222",685000,688000,860000,854000,792000,859000,1031000,1138000,1536000,1764000,1441000,1715000,1967000,2004000
"195","634-46",3,634,"46","1",11215,1922,3,2,"5 AVENUE","S2","000000000648","000000000648",309000,318000,318000,317000,321000,385000,462000,554000,665000,713000,856000,903000,849000,512000
"196","634-47",3,634,"47","1",11218,1922,3,2,"18 STREET","S2","000000000650","000000000650",316000,325000,325000,324000,328000,394000,473000,568000,682000,731000,877000,833000,766000,823000
"197","637-41",3,637,"41","1",11215,1954,2,1,"5 AVENUE","S1","000000000652","000000000652",235000,242000,242000,241000,244000,293000,352000,422000,750000,804000,965000,1110000,1383000,1526000
"198","637-42",3,637,"42","1",11215,1921,2,1,"5 AVENUE","S1","000000000654","000000000654",293000,302000,302000,301000,304000,365000,438000,526000,631000,677000,812000,934000,896000,955000
"199","637-43",3,637,"43","1",11215,1937,2,1,"5 AVENUE","S1","000000000656","000000000656",249000,256000,256000,255000,258000,310000,372000,446000,535000,574000,689000,792000,956000,1020000
"200","640-35",3,640,"35","1",11215,1930,3,2,"5 AVENUE","S2","000000000674","000000000674",332000,342000,342000,341000,345000,414000,497000,596000,715000,767000,920000,909000,828000,919000
"201","640-36",3,640,"36","1",11215,1930,3,2,"5 AVENUE","S2","000000000676","000000000676",316000,325000,325000,324000,328000,394000,473000,568000,682000,731000,877000,834000,782000,848000
"202","640-37",3,640,"37","1",11215,1930,3,2,"5 AVENUE","S2","000000000678","000000000678",290000,299000,299000,298000,301000,361000,433000,520000,624000,669000,803000,763000,688000,759000
"203","640-38",3,640,"38","1",11215,1930,3,2,"5 AVENUE","S2","000000000680","000000000680",292000,301000,301000,3e+05,303000,364000,437000,524000,629000,674000,809000,930000,947000,1069000
"204","640-39",3,640,"39","1",11215,1932,3,2,"5 AVENUE","S2","000000000682","000000000682",382000,393000,393000,391000,396000,475000,570000,684000,821000,880000,1056000,1157000,1108000,1183000
"205","640-40",3,640,"40","1",11215,1930,3,2,"5 AVENUE","S2","000000000684","000000000684",393000,405000,405000,403000,408000,490000,588000,706000,1149000,1232000,1478000,1404000,1221000,1318000
"206","640-42",3,640,"42","1",11215,1932,3,2,"5 AVENUE","S2","000000000688","000000000688",336000,346000,346000,345000,349000,419000,503000,604000,725000,777000,932000,1072000,1067000,1164000
"207","640-43",3,640,"43","1",11215,1930,3,2,"5 AVENUE","S2","000000000690","000000000690",393000,405000,405000,403000,408000,490000,588000,706000,847000,908000,1090000,1199000,1112000,1255000
"208","643-36",3,643,"36","1",11215,1930,3,2,"5 AVENUE","S2","000000000694","000000000694",360000,371000,371000,369000,373000,448000,538000,646000,775000,831000,997000,1147000,1208000,1322000
"209","643-37",3,643,"37","1",11215,1930,3,2,"5 AVENUE","S2","00000000694A","00000000694A",360000,371000,371000,369000,373000,448000,538000,646000,775000,831000,997000,1123000,1067000,1164000
"210","643-38",3,643,"38","1",11215,1930,3,2,"5 AVENUE","S2","000000000696","000000000696",420000,5e+05,5e+05,498000,504000,605000,726000,871000,1004000,1076000,1291000,1226000,1168000,1278000
"211","643-39",3,643,"39","1",11215,1910,3,2,"5 AVENUE","S2","000000000698","000000000698",360000,371000,371000,369000,373000,448000,538000,646000,775000,831000,997000,1128000,1071000,1170000
"212","643-40",3,643,"40","1",11215,1930,3,2,"5 AVENUE","S2","000000000700","000000000700",360000,371000,371000,369000,373000,448000,538000,646000,775000,831000,997000,1147000,1097000,1206000
"213","643-41",3,643,"41","1",11215,1930,3,2,"5 AVENUE","S2","00000000700A","00000000700A",480000,494000,494000,492000,498000,598000,718000,862000,1008000,1081000,1297000,1232000,1112000,1216000
"214","643-42",3,643,"42","1",11215,1930,3,2,"5 AVENUE","S2","000000000702","000000000702",360000,371000,371000,369000,373000,448000,538000,646000,775000,831000,997000,1147000,1131000,1233000
"215","643-43",3,643,"43","1",11215,1930,3,2,"5 AVENUE","S2","000000000704","000000000704",360000,371000,371000,369000,373000,448000,538000,646000,775000,831000,997000,1147000,1203000,1316000
"216","643-44",3,643,"44","1",11215,1930,3,2,"5 AVENUE","S2","000000000706","000000000706",359000,370000,370000,368000,372000,446000,535000,642000,770000,826000,991000,1140000,1216000,1331000
"217","646-43",3,646,"43","1",11215,1930,3,2,"5 AVENUE","S2","000000000714","000000000714",335000,345000,345000,344000,348000,418000,502000,602000,722000,774000,929000,1016000,921000,1036000
"218","867-67",3,867,"67","1",11215,1899,3,3,"17 STREET","C0","000000000271","000000000271",774000,839000,671000,805000,771000,925000,1110000,1499000,1488000,2348000,1754000,2206000,1819000,2356000
"219","867-68",3,867,"68","1",11215,1915,3,3,"17 STREET","C0","00000000269A","00000000269A",756000,772000,618000,742000,761000,913000,1096000,1447000,1703000,2635000,1968000,1780000,1736000,2248000
"220","867-69",3,867,"69","1",11215,1915,3,3,"17 STREET","C0","000000000269","000000000269",729000,725000,580000,696000,714000,857000,1028000,1388000,1657000,2594000,1937000,1752000,1736000,2098000
"221","867-70",3,867,"70","1",11215,1915,3,3,"17 STREET","C0","000000000267","000000000267",783000,8e+05,640000,768000,737000,884000,1061000,1432000,1762000,2694000,2012000,2186000,1803000,2335000
"222","867-71",3,867,"71","1",11215,1915,3,3,"17 STREET","C0","00000000265A","00000000265A",757000,763000,610000,732000,755000,906000,1087000,1467000,1763000,2781000,2454000,2220000,1879000,2434000
"223","867-72",3,867,"72","1",11215,1910,2,2,"17 STREET","B2","000000000265","000000000265",758000,664000,531000,637000,672000,792000,814000,1099000,1484000,2341000,1748000,1581000,1726000,2236000
"224","867-73",3,867,"73","1",11215,1910,2,2,"17 STREET","B2","00000000263A","00000000263A",749000,771000,617000,732000,697000,801000,807000,1089000,1470000,2319000,1732000,1566000,1710000,1650000
"225","867-74",3,867,"74","1",11215,1910,2,2,"17 STREET","B2","000000000261","000000000261",749000,771000,617000,740000,781000,906000,811000,1095000,1478000,2332000,1742000,1575000,1697000,1643000
"226","867-75",3,867,"75","1",11215,1910,2,2,"17 STREET","B2","00000000259A","00000000259A",8e+05,824000,659000,757000,805000,883000,812000,1096000,1480000,2335000,1744000,1577000,1617000,1675000
